M2_02_ORDINAL,EXACT_SIGNATURE,LIVE_EXISTENCE,SECURITY_MODE_CURRENT,OWNER_CURRENT,SEARCH_PATH_CURRENT,PUBLIC_EXECUTE,ANON_EXECUTE,AUTHENTICATED_EXECUTE,SERVICE_ROLE_EXECUTE,M2_02_PROVENANCE,CANONICAL_CALLER,CALLER_EVIDENCE,LIFECYCLE_STATE,STATIC_READS,STATIC_WRITES,SIDE_EFFECT_CLASS,ACTOR_DERIVATION,TENANT_DERIVATION,ROLE_PERMISSION_DERIVATION,OBJECT_AUTHORITY_BASIS,TRANSITIVE_CALLEES,TRANSITIVE_PRIVILEGE_EXPANSION,B1_TARGET_AUTHORITY_CLASS,DEFINER_ELEVATION_REASON,DEFINER_JUSTIFICATION_STATUS,TARGET_SECURITY_MODE,TARGET_EXECUTE_PRINCIPALS,CALLER_ACL_CONTRADICTION,OWNER_TARGET_STATUS,SEARCH_PATH_TARGET_STATUS,RLS_OR_DIRECT_DML_DEPENDENCY,M2_04C_DEPENDENCY,TRIGGER_DEPENDENCY,M2_04D_DEPENDENCY,APPSEC_ASSURANCE_REQUIRED,RUNTIME_ASSURANCE_REQUIRED,FINDING_CLASS,RESIDUAL_RISK,PROOF_NEEDED
069,public.mesa_cliente_assert_auth(),YES,DEFINER,postgres,public,false,true,true,true,DB_INTERNAL,DB_INTERNAL,accepted M2-02 provenance closure + live exact signature/body,DB_INTERNAL,NO,NO,READ_ONLY,auth.uid()/server-derived profile,N/A or indirect,none/indirect,caller-owned/server context,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,DB_INTERNAL_HELPER,none required; caller/internal context sufficient for observed operation,NOT_REQUIRED,INVOKER,internal callers only; no direct client EXECUTE,ANON_EXECUTE_EXCEEDS_TARGET;DIRECT_AUTH_EXECUTE_ON_INTERNAL_HELPER,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,CONDITIONAL,NO,REQUIRED IN THIS TASK,ACL/class mismatch,bounded runtime assurance as applicable
070,"public.mesa_cliente_assert_empreendimento_empresa(p_empresa_id uuid, p_empreendimento_id uuid)",YES,DEFINER,postgres,public,false,true,true,true,DB_INTERNAL,DB_INTERNAL,accepted M2-02 provenance closure + live exact signature/body,DB_INTERNAL,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,none/indirect,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,DB_INTERNAL_HELPER,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,internal callers only; no direct client EXECUTE,ANON_EXECUTE_EXCEEDS_TARGET;DIRECT_AUTH_EXECUTE_ON_INTERNAL_HELPER,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,NO,REQUIRED IN THIS TASK,ACL/class mismatch; mode depends on RLS/direct authority proof,M2-04C RLS/direct-DML proof
071,"public.mesa_cliente_atualizar_status_operacao_financeira_admin(p_operacao_id uuid, p_acao text, p_motivo text, p_parametros jsonb)",YES,DEFINER,postgres,"public, pg_temp",false,false,true,true,EXT_NO_APP_CALLER,NO_CURRENT_APP_CALLER_PROVEN,accepted M2-02 provenance closure + live exact signature/body,NO_CURRENT_APP_CALLER_PROVEN,YES,YES,MUTATIVE,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,PRIVILEGED_OPERATION,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated + role/object gates,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),HARDENED_FORM_OBSERVED; semantic safety still requires review,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,YES,ACCEPTABLE WITH RESIDUAL RISK,lifecycle/caller reachability unresolved,independent AppSec retest; runtime/concurrency assurance; caller/lifecycle adjudication
072,public.mesa_cliente_can_access_empresa(p_empresa_id uuid),YES,DEFINER,postgres,public,false,true,true,true,DB_INTERNAL,DB_INTERNAL,accepted M2-02 provenance closure + live exact signature/body,DB_INTERNAL,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,"mesa_cliente_assert_auth,is_root",NO_MATERIAL_EXPANSION_OBSERVED,DB_INTERNAL_HELPER,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,internal callers only; no direct client EXECUTE,ANON_EXECUTE_EXCEEDS_TARGET;DIRECT_AUTH_EXECUTE_ON_INTERNAL_HELPER,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,NO,REQUIRED IN THIS TASK,ACL/class mismatch; mode depends on RLS/direct authority proof,M2-04C RLS/direct-DML proof
073,public.mesa_cliente_can_admin_empresa(p_empresa_id uuid),YES,DEFINER,postgres,public,false,true,true,true,DB_INTERNAL,DB_INTERNAL,accepted M2-02 provenance closure + live exact signature/body,DB_INTERNAL,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,"mesa_cliente_assert_auth,is_root",NO_MATERIAL_EXPANSION_OBSERVED,DB_INTERNAL_HELPER,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,internal callers only; no direct client EXECUTE,ANON_EXECUTE_EXCEEDS_TARGET;DIRECT_AUTH_EXECUTE_ON_INTERNAL_HELPER,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,NO,REQUIRED IN THIS TASK,ACL/class mismatch; mode depends on RLS/direct authority proof,M2-04C RLS/direct-DML proof
074,public.mesa_cliente_current_corretor_context(),YES,DEFINER,postgres,public,false,true,true,true,DB_INTERNAL,DB_INTERNAL,accepted M2-02 provenance closure + live exact signature/body,DB_INTERNAL,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,caller-owned/server context,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,DB_INTERNAL_HELPER,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,internal callers only; no direct client EXECUTE,ANON_EXECUTE_EXCEEDS_TARGET;DIRECT_AUTH_EXECUTE_ON_INTERNAL_HELPER,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,NO,REQUIRED IN THIS TASK,ACL/class mismatch; mode depends on RLS/direct authority proof,M2-04C RLS/direct-DML proof
076,"public.mesa_cliente_gerar_agenda_financeira_admin(p_simulacao_id uuid, p_data_ato date, p_fluxo_json jsonb, p_payload_tabela jsonb)",YES,DEFINER,postgres,public,false,false,true,true,DB_INTERNAL,DB_INTERNAL,accepted M2-02 provenance closure + live exact signature/body,DB_INTERNAL,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,none/indirect,server relation binding,mesa_cliente_assert_auth/assert_empreendimento_empresa/can_access_empresa/current_corretor_context/can_admin_empresa/is_root,YES/REVIEW,PRIVILEGED_OPERATION,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated + role/object gates,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,NO,ACCEPTABLE WITH RESIDUAL RISK,runtime effectiveness not proven,independent AppSec retest
077,"public.mesa_cliente_listar_operacoes_financeiras_admin(p_simulacao_id uuid, p_agenda_id uuid, p_filtros jsonb)",YES,DEFINER,postgres,"public, pg_temp",false,false,true,true,APP,ACTIVE_VERSIONED_APP_CALLER,accepted M2-02 provenance closure + live exact signature/body,ACTIVE_VERSIONED_APP_CALLER,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,PRIVILEGED_OPERATION,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated + role/object gates,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),HARDENED_FORM_OBSERVED; semantic safety still requires review,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,NO,ACCEPTABLE WITH RESIDUAL RISK,runtime effectiveness not proven,independent AppSec retest
078,"public.mesa_cliente_listar_politicas_financeiras(p_empresa_id uuid, p_empreendimento_id uuid, p_ativas_only boolean, p_limit integer, p_offset integer)",YES,DEFINER,postgres,public,false,true,true,true,EXT_NO_APP_CALLER,NO_CURRENT_APP_CALLER_PROVEN,accepted M2-02 provenance closure + live exact signature/body,NO_CURRENT_APP_CALLER_PROVEN,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,none/indirect,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,PRIVILEGED_OPERATION,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated + role/object gates,ANON_EXECUTE_EXCEEDS_TARGET,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,NO,REQUIRED IN THIS TASK,ACL/class mismatch; lifecycle/caller reachability unresolved,independent AppSec retest; caller/lifecycle adjudication
079,public.mesa_cliente_montar_payload_agenda_canonica(p_simulacao_id uuid),YES,DEFINER,postgres,public,false,false,true,true,EXT_NO_APP_CALLER,NO_CURRENT_APP_CALLER_PROVEN,accepted M2-02 provenance closure + live exact signature/body,NO_CURRENT_APP_CALLER_PROVEN,YES,NO,READ_ONLY,server relation / supplied object,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,Mesa auth/tenant/context helpers,YES/REVIEW,PRIVILEGED_OPERATION,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated + role/object gates,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,NO,ACCEPTABLE WITH RESIDUAL RISK,lifecycle/caller reachability unresolved,independent AppSec retest; caller/lifecycle adjudication
080,public.mesa_cliente_obter_agenda_financeira_cliente_safe(p_simulacao_id uuid),YES,DEFINER,postgres,public,false,false,true,true,EXT_NO_APP_CALLER,NO_CURRENT_APP_CALLER_PROVEN,accepted M2-02 provenance closure + live exact signature/body,NO_CURRENT_APP_CALLER_PROVEN,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,AUTHENTICATED_QUERY,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,NO / NOT_REQUIRED_FOR_THIS_CLASSIFICATION,NO,ACCEPTABLE WITH RESIDUAL RISK,lifecycle/caller reachability unresolved,caller/lifecycle adjudication
081,"public.mesa_cliente_obter_operacao_financeira_admin(p_operacao_id uuid, p_parametros jsonb)",YES,DEFINER,postgres,"public, pg_temp",false,false,true,true,APP,ACTIVE_VERSIONED_APP_CALLER,accepted M2-02 provenance closure + live exact signature/body,ACTIVE_VERSIONED_APP_CALLER,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,PRIVILEGED_OPERATION,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated + role/object gates,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),HARDENED_FORM_OBSERVED; semantic safety still requires review,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,NO,ACCEPTABLE WITH RESIDUAL RISK,runtime effectiveness not proven,independent AppSec retest
082,"public.mesa_cliente_obter_politica_financeira(p_politica_id uuid, p_empresa_id uuid)",YES,DEFINER,postgres,public,false,true,true,true,DB_INTERNAL,DB_INTERNAL,accepted M2-02 provenance closure + live exact signature/body,DB_INTERNAL,YES,NO,READ_ONLY,auth.uid()/server-derived profile,N/A or indirect,trusted tables/helpers; not client-presented,server relation binding,"mesa_cliente_assert_auth,mesa_cliente_can_admin_empresa",NO_MATERIAL_EXPANSION_OBSERVED,PRIVILEGED_OPERATION,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated + role/object gates,ANON_EXECUTE_EXCEEDS_TARGET,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,NO,REQUIRED IN THIS TASK,ACL/class mismatch,independent AppSec retest
083,"public.mesa_cliente_obter_resumo_operacao_cliente_safe(p_operacao_id uuid, p_parametros jsonb)",YES,DEFINER,postgres,"public, pg_temp",false,false,true,true,APP,ACTIVE_VERSIONED_APP_CALLER,accepted M2-02 provenance closure + live exact signature/body,ACTIVE_VERSIONED_APP_CALLER,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,none/indirect,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,AUTHENTICATED_QUERY,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),HARDENED_FORM_OBSERVED; semantic safety still requires review,YES,YES,NONE_OBSERVED,NO,NO / NOT_REQUIRED_FOR_THIS_CLASSIFICATION,NO,ACCEPTABLE WITH RESIDUAL RISK,runtime effectiveness not proven,bounded runtime assurance as applicable
084,"public.mesa_cliente_obter_simulacao_fluxo_historico(p_simulacao_id uuid, p_parametros jsonb)",YES,DEFINER,postgres,public,false,false,true,true,APP,ACTIVE_VERSIONED_APP_CALLER,accepted M2-02 provenance closure + live exact signature/body,ACTIVE_VERSIONED_APP_CALLER,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,none/indirect,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,AUTHENTICATED_QUERY,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,NO / NOT_REQUIRED_FOR_THIS_CLASSIFICATION,NO,ACCEPTABLE WITH RESIDUAL RISK,runtime effectiveness not proven,bounded runtime assurance as applicable
085,"public.mesa_cliente_persistir_agenda_financeira_admin(p_simulacao_id uuid, p_data_ato date, p_fluxo_json jsonb, p_payload_tabela jsonb)",YES,DEFINER,postgres,public,false,false,true,true,EXT_NO_APP_CALLER,NO_CURRENT_APP_CALLER_PROVEN,accepted M2-02 provenance closure + live exact signature/body,NO_CURRENT_APP_CALLER_PROVEN,YES,YES,MUTATIVE,auth.uid()/server-derived profile,N/A or indirect,none/indirect,server relation binding,mesa_cliente_gerar_agenda_financeira_admin,YES/REVIEW,PRIVILEGED_OPERATION,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated + role/object gates,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,YES,ACCEPTABLE WITH RESIDUAL RISK,lifecycle/caller reachability unresolved,independent AppSec retest; runtime/concurrency assurance; caller/lifecycle adjudication
086,"public.mesa_cliente_registrar_operacao_financeira_admin(p_simulacao_id uuid, p_agenda_id uuid, p_tipo_operacao text, p_parcela_id uuid, p_data_referencia date, p_data_destino date, p_valor_operacao numeric, p_parametros jsonb)",YES,DEFINER,postgres,"public, pg_temp",false,false,true,true,EXT_NO_APP_CALLER,NO_CURRENT_APP_CALLER_PROVEN,accepted M2-02 provenance closure + live exact signature/body,NO_CURRENT_APP_CALLER_PROVEN,YES,YES,MUTATIVE,auth.uid()/server-derived profile,server-derived empresa/object relation,none/indirect,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,PRIVILEGED_OPERATION,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated + role/object gates,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),HARDENED_FORM_OBSERVED; semantic safety still requires review,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,YES,ACCEPTABLE WITH RESIDUAL RISK,lifecycle/caller reachability unresolved,independent AppSec retest; runtime/concurrency assurance; caller/lifecycle adjudication
087,"public.mesa_cliente_resumir_operacao_financeira_admin(p_operacao_id uuid, p_parametros jsonb)",YES,DEFINER,postgres,"public, pg_temp",false,false,true,true,APP,ACTIVE_VERSIONED_APP_CALLER,accepted M2-02 provenance closure + live exact signature/body,ACTIVE_VERSIONED_APP_CALLER,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,PRIVILEGED_OPERATION,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated + role/object gates,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),HARDENED_FORM_OBSERVED; semantic safety still requires review,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,NO,ACCEPTABLE WITH RESIDUAL RISK,runtime effectiveness not proven,independent AppSec retest
088,"public.mesa_cliente_simular_impacto_agenda_persistida_admin(p_simulacao_id uuid, p_data_referencia date, p_modo text, p_parametros jsonb)",YES,DEFINER,postgres,"public, pg_temp",false,false,true,true,EXT_NO_APP_CALLER,NO_CURRENT_APP_CALLER_PROVEN,accepted M2-02 provenance closure + live exact signature/body,NO_CURRENT_APP_CALLER_PROVEN,YES,NO,READ_ONLY,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,PRIVILEGED_OPERATION,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated + role/object gates,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),HARDENED_FORM_OBSERVED; semantic safety still requires review,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,NO,ACCEPTABLE WITH RESIDUAL RISK,lifecycle/caller reachability unresolved,independent AppSec retest; caller/lifecycle adjudication
089,"public.mesa_cliente_simular_impacto_financeiro_admin(p_empresa_id uuid, p_empreendimento_id uuid, p_data_ato date, p_operacoes jsonb, p_politica_id uuid)",YES,DEFINER,postgres,public,false,false,true,true,EXT_NO_APP_CALLER,NO_CURRENT_APP_CALLER_PROVEN,accepted M2-02 provenance closure + live exact signature/body,NO_CURRENT_APP_CALLER_PROVEN,YES,NO,READ_ONLY,server relation / supplied object,server-derived empresa/object relation,none/indirect,server relation binding,Mesa financeiro calculation helpers,YES/REVIEW,PRIVILEGED_OPERATION,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated + role/object gates,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,CONDITIONAL,CONDITIONAL,NONE_OBSERVED,NO,YES,NO,ACCEPTABLE WITH RESIDUAL RISK,lifecycle/caller reachability unresolved,independent AppSec retest; caller/lifecycle adjudication
092,public.meu_funil(),YES,DEFINER,postgres,public,false,false,true,true,APP,ACTIVE_VERSIONED_APP_CALLER,accepted M2-02 provenance closure + live exact signature/body,ACTIVE_VERSIONED_APP_CALLER,YES,NO,READ_ONLY,auth.uid()/server-derived profile,N/A or indirect,none/indirect,caller-owned/server context,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,AUTHENTICATED_QUERY,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,authenticated,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,NO / NOT_REQUIRED_FOR_THIS_CLASSIFICATION,NO,REQUIRED IN THIS TASK,mode depends on RLS/direct authority proof,M2-04C RLS/direct-DML proof
093,"public.meu_historico(p_limit integer, p_offset integer)",YES,DEFINER,postgres,public,false,false,true,true,EXT_NO_APP_CALLER,NO_CURRENT_APP_CALLER_PROVEN,accepted M2-02 provenance closure + live exact signature/body,NO_CURRENT_APP_CALLER_PROVEN,YES,NO,READ_ONLY,auth.uid()/server-derived profile,N/A or indirect,none/indirect,caller-owned/server context,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,AUTHENTICATED_QUERY,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,authenticated,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,NO / NOT_REQUIRED_FOR_THIS_CLASSIFICATION,NO,REQUIRED IN THIS TASK,mode depends on RLS/direct authority proof; lifecycle/caller reachability unresolved,M2-04C RLS/direct-DML proof; caller/lifecycle adjudication
094,public.meus_leads_email(),YES,DEFINER,postgres,public,false,false,true,true,APP,ACTIVE_VERSIONED_APP_CALLER,accepted M2-02 provenance closure + live exact signature/body,ACTIVE_VERSIONED_APP_CALLER,YES,NO,READ_ONLY,auth.uid()/server-derived profile,N/A or indirect,none/indirect,caller-owned/server context,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,AUTHENTICATED_QUERY,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,authenticated,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,NO / NOT_REQUIRED_FOR_THIS_CLASSIFICATION,NO,REQUIRED IN THIS TASK,mode depends on RLS/direct authority proof,M2-04C RLS/direct-DML proof
095,public.meus_lembretes(),YES,DEFINER,postgres,public,false,false,true,true,EXT_NO_APP_CALLER,NO_CURRENT_APP_CALLER_PROVEN,accepted M2-02 provenance closure + live exact signature/body,NO_CURRENT_APP_CALLER_PROVEN,YES,NO,READ_ONLY,auth.uid()/server-derived profile,N/A or indirect,none/indirect,caller-owned/server context,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,AUTHENTICATED_QUERY,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,authenticated,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,NO / NOT_REQUIRED_FOR_THIS_CLASSIFICATION,NO,REQUIRED IN THIS TASK,mode depends on RLS/direct authority proof; lifecycle/caller reachability unresolved,M2-04C RLS/direct-DML proof; caller/lifecycle adjudication
096,public.minha_carteira(),YES,DEFINER,postgres,public,false,false,true,true,APP,ACTIVE_VERSIONED_APP_CALLER,accepted M2-02 provenance closure + live exact signature/body,ACTIVE_VERSIONED_APP_CALLER,YES,NO,READ_ONLY,auth.uid()/server-derived profile,N/A or indirect,none/indirect,caller-owned/server context,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,AUTHENTICATED_QUERY,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,authenticated,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,NO / NOT_REQUIRED_FOR_THIS_CLASSIFICATION,NO,REQUIRED IN THIS TASK,mode depends on RLS/direct authority proof,M2-04C RLS/direct-DML proof
097,public.minha_producao(),YES,DEFINER,postgres,public,false,false,true,true,APP,ACTIVE_VERSIONED_APP_CALLER,accepted M2-02 provenance closure + live exact signature/body,ACTIVE_VERSIONED_APP_CALLER,YES,NO,READ_ONLY,auth.uid()/server-derived profile,N/A or indirect,none/indirect,caller-owned/server context,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,AUTHENTICATED_QUERY,requires M2-04C/RLS or parent-caller proof before deciding whether caller authority is sufficient,NOT_DETERMINED,NOT_DETERMINED,authenticated,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,NO / NOT_REQUIRED_FOR_THIS_CLASSIFICATION,NO,REQUIRED IN THIS TASK,mode depends on RLS/direct authority proof,M2-04C RLS/direct-DML proof
098,"public.mover_funil(p_lead_id uuid, p_estagio_id uuid, p_observacao text)",YES,DEFINER,postgres,"pg_catalog, public",false,false,true,true,APP,ACTIVE_VERSIONED_APP_CALLER,accepted M2-02 provenance closure + live exact signature/body,ACTIVE_VERSIONED_APP_CALLER,YES,YES,MUTATIVE,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,"is_gestor,is_admin_local,is_root",YES/REVIEW,AUTHENTICATED_COMMAND,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),HARDENED_FORM_OBSERVED; semantic safety still requires review,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,YES,ACCEPTABLE WITH RESIDUAL RISK,runtime effectiveness not proven,runtime/concurrency assurance
100,"public.mover_funil_lote(p_lead_ids uuid[], p_estagio_id uuid, p_observacao text)",YES,DEFINER,postgres,public,false,false,true,true,APP,ACTIVE_VERSIONED_APP_CALLER,accepted M2-02 provenance closure + live exact signature/body,ACTIVE_VERSIONED_APP_CALLER,YES,YES,MUTATIVE,auth.uid()/server-derived profile,server-derived empresa/object relation,trusted tables/helpers; not client-presented,server relation binding,none material observed,NO_MATERIAL_EXPANSION_OBSERVED,AUTHENTICATED_COMMAND,controlled privileged read/write path; caller direct table authority intentionally insufficient or sensitive,PROVEN_BY_BODY_CONTRACT,DEFINER,authenticated,NONE_OBSERVED,NOT_DETERMINED (owner postgres observed; target owner not auto-accepted),REVIEW_REQUIRED,YES,YES,NONE_OBSERVED,NO,CONDITIONAL,YES,ACCEPTABLE WITH RESIDUAL RISK,runtime effectiveness not proven,runtime/concurrency assurance
